"css-175oi2r href","css-9pa8cd src","css-1jxf684","css-1jxf684 2","css-1jxf684 3","css-146c3p1","css-1jxf684 4","css-1jxf684 5","css-1jxf684 6","css-1jxf684 8","css-1jxf684 9","css-1jxf684 11","css-1jxf684 12","css-1jxf684 13","css-1jxf684 19","css-146c3p1 4","css-1jxf684 href 3","css-1jxf684 25","css-1jxf684 26","css-1jxf684 href 4","css-1jxf684 27"
"https://x.com/KlaeTaurus","https://pbs.twimg.com/profile_images/1883724588200165377/oJBFNt-k_bigger.jpg","Deep Scotch","@KlaeTaurus","·","Apr 23","Are you voting Liberal for more of this ??
1 in 7 Canadians using food banks
Inflation at 2.3% and climbing
Debt is $1.2 trillion
GDP/capita at pre-2014 levels","Canadian","dollar at $0.69 vs. US","","","28","Unemployment","at 6.5%, up to 25% for youth
Taxes greater than 50% of income
Life","Quote","","","#BurlingtonOntario","","",""
"https://x.com/z_Armenia","https://pbs.twimg.com/profile_images/1490538570674810886/rkCRKwpc_bigger.jpg","z_Armenia","@z_Armenia","·","Apr 23","Welcome back from your","unemployment","slumber living off","","","23","Canadian","welfare benefits... Hows that going? 

When a native people whose ancestors went through a Genocide of approx 1.5m people murdered, raped and sent on death marches has a state that committed these Crimes,do its","Quote","Replying to","https://x.com/BaghirovTofig","@BaghirovTofig","and","https://x.com/TheICMP","@TheICMP"
"https://x.com/KlaeTaurus","https://pbs.twimg.com/profile_images/1883724588200165377/oJBFNt-k_bigger.jpg","Deep Scotch","@KlaeTaurus","·","Apr 23","Are you voting Liberal for more of this ??
1 in 7 Canadians using food banks. 
Inflation, 2.3% and climbing. 
Debt is $1.2 TRILLION 
GDP/capita is at pre-2014 levels.","Canadian","dollar, $0.69 vs. US","","","20","Unemployment","6.5%, up to 25% for youth 
Taxes greater than 50% of income. 
Life","Quote","","","","","",""
"https://x.com/KlaeTaurus","https://pbs.twimg.com/profile_images/1883724588200165377/oJBFNt-k_bigger.jpg","Deep Scotch","@KlaeTaurus","·","Apr 23","Are you voting Liberal for more of this ??
1 in 7 Canadians are using food banks. 
Inflation is at 2.3% and climbing. 
Debt is $1.2 trillion. 
GDP/capita is at pre-2014 levels.","Canadian","dollar st $0.69 vs. US","1","4","401","Unemployment","at 6.5%, up to 25% for younger 
Taxes greater than 50%","","Replying to","https://x.com/VivianeLapointe","@VivianeLapointe","","",""
"https://x.com/KlaeTaurus","https://pbs.twimg.com/profile_images/1883724588200165377/oJBFNt-k_bigger.jpg","Deep Scotch","@KlaeTaurus","·","Apr 23","Are you voting Liberal for more of this ??
1 in 7 Canadians are using food banks. 
Inflation is at 2.3% and climbing. 
Debt is $1.2 trillion. 
GDP/capita is at pre-2014 levels.","Canadian","dollar st $0.69 vs. US","11","","156","Unemployment","at 6.5%, up to 25% for younger 
Taxes greater than 50%","","Replying to","https://x.com/cafreeland","@cafreeland","and","https://x.com/liberal_party","@liberal_party"
"https://x.com/KlaeTaurus","https://pbs.twimg.com/profile_images/1883724588200165377/oJBFNt-k_bigger.jpg","Deep Scotch","@KlaeTaurus","·","Apr 23","Are you voting Liberal for more of this ??
1 in 7 Canadians are using food banks. 
Inflation is at 2.3% and climbing. 
Debt is $1.2 trillion. 
GDP/capita is at pre-2014 levels.","Canadian","dollar st $0.69 vs. US","2","2","236","Unemployment","at 6.5%, up to 25% for younger 
Taxes greater than 50%","","Replying to","https://x.com/cafreeland","@cafreeland","and","https://x.com/liberal_party","@liberal_party"
"https://x.com/421Driveline","https://pbs.twimg.com/profile_images/1759429914271379456/KjEQEF2K_bigger.jpg","Mod98Ban","@421Driveline","·","Apr 23","Canda's economy will have it's 1st contraction in 16 years, outside of the pandemic. Consumer prices are likely to increase at a faster pace than the Bank of Canada’s two per cent target, the","unemployment","rate is expected","","","37","","to rise and the Canadian dollar will weaken further.","and 2 others","Replying to","https://x.com/Tony6900Tony","@Tony6900Tony","@RobertMcgrail2","",""
"https://x.com/dh_focus","https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png","DH","@dh_focus","·","Apr 22","And…

27% of people living here were not born in Canada.
Housing is unaffordable for young families.","Canadian","dollar st $0.69 vs. US
An opioid epidemic in every city.","","","19","Unemployment","at 6.5%, up to 25% for younger
The Governor General had to resign.","","Replying to","https://x.com/KenHardie","@KenHardie","","",""
"https://x.com/showdemandvalu1","https://pbs.twimg.com/profile_images/1594097976435437568/IJTYShBA_bigger.jpg","showdemandvalue","@showdemandvalu1","·","Apr 22","CARNAGE CARNEY 
20% interest rates
massive amount of bankruptcies","Canadian","dollar will be 1:1 with the Mexican peso
About a 20%","2","1","26","unemployment","rate heading our way if the globalist parasite","and 44 others","Replying to","https://x.com/showdemandvalu1","@showdemandvalu1","@OttawaNewsPulse","https://x.com/KatKanada_TM","@KatKanada_TM"
"https://x.com/fired4covid","https://pbs.twimg.com/profile_images/1896572902524231680/9YqOW33f_bigger.jpg","Fired for ""COVID-19"".","@fired4covid","·","Apr 22","you LOST. You're unpopular with voters over","","","1","#canpoli","45","Canadian","and","","","https://x.com/hashtag/cdnpoli?src=hashtag_click","#cdnpoli","#Feminisms","https://x.com/hashtag/COVID19?src=hashtag_click","#COVID19"
"https://x.com/findyoursunset","https://pbs.twimg.com/profile_images/1794439693200945152/AU4cTBVm_bigger.jpg","The Real Estate Novelist","@findyoursunset","·","Apr 22","Oxford Economics forecasts","Canadian","economy to decline in 2025 & 2026. 

Here are their Top 7 Economic Predictions For Canada Between Now & Year-end 2026: 

-200,000 jobs lost 

-","","","33","Unemployment","peaks at 7.7%

-Consumer spending down 8-10%

-Home sales decreases due to job security","","","","","","",""
"https://x.com/elcaminocanada","https://pbs.twimg.com/profile_images/1313940089353826304/dtMArKjr_bigger.jpg","elcaminocanada","@elcaminocanada","·","Apr 22","El Camino Immigration Services Inc.
“For a better future …”
immigrationservices@elcaminocanada.com
Text us: (604) 791 569!","unemployment","Rising","yment-creates-new-challenges-for-canadian-immigration/","elcaminocanada.com/rising-unemplo","4","Canadian","creates new challenges for","","","https://t.co/5bVYJz2qcl","","","",""
"https://x.com/sharkofbayst","https://pbs.twimg.com/profile_images/1924526609127575552/WP42gO8v_bigger.jpg","SharkOfBayStreet","@sharkofbayst","·","Apr 22","Oxford predicts","Canadian","home prices will fall 8 to 10 per cent by mid 2026 and the loss of 200,000 jobs will drive the","1","","16","unemployment","rate to 7.7 per cent in the second half of this year.","","Replying to","https://x.com/sharkofbayst","@sharkofbayst","","",""
"https://x.com/BarbicanI","https://pbs.twimg.com/profile_images/1808842880556863489/Rh3R89Xn_bigger.jpg","Barbican Immigration","@BarbicanI","·","Apr 22","Rising","unemployment","creates new challenges for","1","","23","Canadian","immigration","","","https://x.com/hashtag/work_permits?src=hashtag_click","#work_permits","_rates","https://x.com/hashtag/lmia?src=hashtag_click","#lmia"
"https://x.com/willspe93034484","https://pbs.twimg.com/profile_images/1598116018865446913/4OM6YNwC_bigger.png","will spence","@willspe93034484","·","Apr 22","AS USA headline:  First major carmaker to stop production in the USA due to tariffs: assembly lines to be shut down on May 12  -In the article:  ...a move prompted by America’s tariffs and corresponding","Canadian","countermeasures.
***","","","7","unemployment","????","","","","","","",""
"https://x.com/LarryKazdan","https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png","Larry Kazdan","@LarryKazdan","·","Apr 21","Re:  ""The gap between the","Canadian","and American economies..""  And could it possibly be connected to the fact that the U.S. has traditionally had higher deficit spending proportionately than Canada and consequently has had lower","","","3","unemployment","and greater growth?","","Replying to","https://x.com/trevortombe","@trevortombe","and","https://x.com/TheHubCanada","@TheHubCanada"
"https://x.com/PMLaurier","https://pbs.twimg.com/profile_images/512344639173447680/wbXhDfwQ_bigger.png","Wilfrid Laurier","@PMLaurier","·","Apr 21","GDP declined throughout 2015 after commodity prices crashed in late 2014. GDP didn't fully recover until Q3 2016. After 2008, the","Canadian","rate under Harper never dropped below 7%. Housing prices went up more under Harper than Trudeau.","1","","28","unemployment","","","Replying to","https://x.com/rupasubramanya","@rupasubramanya","","",""
"https://x.com/dickandtinasson","https://pbs.twimg.com/profile_images/1936766022205177856/Q8kP2xkU_bigger.jpg","Dr. Bradley D. Wentworth","@dickandtinasson","·","Apr 21","Let’s be honest here.

1","Canadian","dollar is worth .72 cents in USD.

The","","","22","Canadian","economy is in the shit,","","Replying to","https://x.com/MilaLovesJoe","@MilaLovesJoe","","",""
"https://x.com/Brent46685635","https://pbs.twimg.com/profile_images/1604029135558696960/HhBUxkP1_bigger.png","Brent","@Brent46685635","·","Apr 21","and the second part.
Our","Canadian","Forces are demoralized.
No one trusts the courts.
The RCMP is corrupt. No progress on unmarked graves. No progress on clean water for FN.
The Governor General had to resign.","","","27","Unemployment","among the youth is 25% We're $2 trillion in debt.","and 2 others","Replying to","https://x.com/BestStephenD","@BestStephenD","","https://x.com/PierrePoilievre","@PierrePoilievre"
"https://x.com/SpeakerMark","https://pbs.twimg.com/profile_images/1886432971948777472/8BLAWv_B_bigger.jpg","Mark Speaker","@SpeakerMark","·","Apr 21","Also Our","Canadian","Forces are demoralized.
No one trusts the courts.
The RCMP is corrupt.
No progress on unmarked graves.
No progress on clean water for FN.
The Governor General had to resign.","","","14","Unemployment","among the youth is 25%
We're $2 trillion in debt.","and 2 others","Replying to","https://x.com/BestStephenD","@BestStephenD","","https://x.com/PierrePoilievre","@PierrePoilievre"
"https://x.com/jeremy_nitta","https://pbs.twimg.com/profile_images/1789786803672612864/PiG-Kd-S_bigger.jpg","Trading Funder","@jeremy_nitta","·","Apr 21","Earn2Trade highlights upcoming economic events: US","Unemployment","Claims, UK Retail Sales, and","","","24","Canadian","Retail Sales, with bank holidays in New Zealand, Australia, and Italy. Stay alert for potential market moves and plan trades accordingly. Get discount here: …","","","","","","",""
"https://x.com/lauriefitzherb5","https://pbs.twimg.com/profile_images/1346921287776493568/9jupKDuB_bigger.jpg","laurie","@lauriefitzherb5","·","Apr 21","Seriously? LePage & his bigotry, his insults to those who barely survive in Maine's economy, his vile language--  pocketing a small fortune in","Canadian","lumber deals & going to Spain to sell out our electric company, fraud/theft of","","","12","unemployment",", is how a Democrat elected.","","Replying to","https://x.com/Namara18Mc","@Namara18Mc","and","https://x.com/cm_scanlon","@cm_scanlon"
"https://x.com/fired4covid","https://pbs.twimg.com/profile_images/1896572902524231680/9YqOW33f_bigger.jpg","Fired for ""COVID-19"".","@fired4covid","·","Apr 20","you drive up","","for","","#BurlON","63","Canadian","guys with NOWHERE to go over your HYSTERIA about dating &","","","https://x.com/hashtag/cdnpoli?src=hashtag_click","#cdnpoli","#immigration","https://x.com/hashtag/MONEY?src=hashtag_click","#MONEY"
"https://x.com/earn2trade","https://pbs.twimg.com/profile_images/1693630678976409601/j85p10dG_bigger.jpg","Earn2Trade ®","@earn2trade","·","Apr 20","THU, APR 24
7:30 AM CT - US","Unemployment","Claims
Bank Holiday in New Zealand & Australia

FRI, APR 25
Bank Holiday in Italy
1:00 AM CT - UK Retail Sales m/m
7:30 AM CT -","","","176","Canadian","Core Retail Sales m/m & Retail Sales m/m","","Replying to","https://x.com/earn2trade","@earn2trade","#futurestrading","https://x.com/hashtag/daytrading?src=hashtag_click","#daytrading"
"https://x.com/JohnLivesey9","https://pbs.twimg.com/profile_images/1827523701513818112/kmH9BIP6_bigger.jpg","John Livesey","@JohnLivesey9","·","Apr 20","Just show me a budget,plan, or will to create a Canada with less than 4%","unemployment",".
The US has achieved this goal.
I've enjoyed this level of","5","","106","unemployment","in Canada.
It can be done.

Do this and the rest of","","Replying to","https://x.com/MarkJCarney","@MarkJCarney","","",""
"https://x.com/ashish202456","https://pbs.twimg.com/profile_images/1944256650908516352/LWeMnbYx_bigger.jpg","RS92","@ashish202456","·","Apr 20","Trump Proof? Sounds like you're too focused on US issues. This is","Canadian","election on crime, immigration,","1","","14","unemployment","and homelessness. If you want to run on US issues, go move to US.","","Replying to","https://x.com/bruceanderson","@bruceanderson","","",""
"https://x.com/puzzlme","https://pbs.twimg.com/profile_images/1498103738833125377/XsizAuYB_bigger.jpg","Puzzlme","@puzzlme","·","Apr 20","No one wanted this election more than","Canadian","citizens, tired of the Liberals destroying our country. Debt, crime, homelessness,","1","","34","unemployment",". All at the hands of the Liberals.","","Replying to","https://x.com/DavidABeaudoin","@DavidABeaudoin","and","https://x.com/OuelletteDoug","@OuelletteDoug"
